1	[ACCOLATE] 	_____________________________________________
	Level	Score		Recall		Precision	FMeasure
	  12	0.333333	0.666667	0.033898	0.064516	DIOVAN COLACE
	  12	0.333333	0.666667	0.033898	0.064516	DIOVAN COVERA
	  12	0.333333	0.666667	0.033898	0.064516	DIOVAN COZAAR
	  12	0.333333	0.666667	0.033898	0.064516	DIOVAN FLOMAX
	  12	0.333333	0.666667	0.033898	0.064516	DIOVAN INDINAVIR
	  12	0.333333	0.666667	0.033898	0.064516	DIOVAN L@DOPA
	  12	0.333333	0.666667	0.033898	0.064516	DIOVAN LIBRAX
	  12	0.333333	0.666667	0.033898	0.064516	DIOVAN LODINE
	  12	0.333333	0.666667	0.033898	0.064516	DIOVAN LORTAB
	  12	0.333333	0.666667	0.033898	0.064516	DIOVAN NEORAL
	  12	0.333333	0.666667	0.033898	0.064516	DIOVAN NEOSAR
	  12	0.333333	0.666667	0.033898	0.064516	DIOVAN OS@CAL
	  12	0.333333	0.666667	0.033898	0.064516	DIOVAN PROZAC
	  12	0.333333	0.666667	0.033898	0.064516	DIOVAN TIAZAC
	  12	0.333333	0.666667	0.033898	0.064516	DIOVAN VIOXX
	  12	0.333333	0.666667	0.033898	0.064516	DIOVAN VOLMAX
	  13	0.318182	0.666667	0.032787	0.062500	DIOVAN DICYCLOMINE
	  13	0.318182	0.666667	0.032787	0.062500	DIOVAN IMOVAX@I.D.
	  14	0.312500	0.666667	0.027027	0.051948	DIOVAN ADDERALL
	  14	0.312500	0.666667	0.027027	0.051948	DIOVAN ATROVENT
	  14	0.312500	0.666667	0.027027	0.051948	DIOVAN CYTOVENE
	  14	0.312500	0.666667	0.027027	0.051948	DIOVAN DANTRIUM
	  14	0.312500	0.666667	0.027027	0.051948	DIOVAN DEPAKOTE
	  14	0.312500	0.666667	0.027027	0.051948	DIOVAN DESFERAL
	  14	0.312500	0.666667	0.027027	0.051948	DIOVAN DYNACIRC
	  14	0.312500	0.666667	0.027027	0.051948	DIOVAN LOSARTAN
	  14	0.312500	0.666667	0.027027	0.051948	DIOVAN LOXITANE
	  14	0.312500	0.666667	0.027027	0.051948	DIOVAN PERCODAN
	  14	0.312500	0.666667	0.027027	0.051948	DIOVAN PONDIMIN
	  14	0.312500	0.666667	0.027027	0.051948	DIOVAN SINEQUAN
	  14	0.312500	0.666667	0.027027	0.051948	DIOVAN VANCERIL
	  15	0.300000	0.666667	0.025000	0.048193	DIOVAN AMIODARONE
	  15	0.300000	0.666667	0.025000	0.048193	DIOVAN DIPHENIDOL
	  15	0.300000	0.666667	0.025000	0.048193	DIOVAN DOBUTAMINE
	  15	0.300000	0.666667	0.025000	0.048193	DIOVAN ETIDRONATE
	  15	0.300000	0.666667	0.025000	0.048193	DIOVAN LOVASTATIN
	  15	0.300000	0.666667	0.025000	0.048193	DIOVAN MEDROL@ADT
	  16	0.291667	0.666667	0.024691	0.047619	DIOVAN DEFEROXAMINE
	  17	0.285714	0.666667	0.018349	0.035714	DIOVAN CARDIEM
	  17	0.285714	0.666667	0.018349	0.035714	DIOVAN CORGARD
	  17	0.285714	0.666667	0.018349	0.035714	DIOVAN CYTOGAM
	  17	0.285714	0.666667	0.018349	0.035714	DIOVAN CYTOSAR
	  17	0.285714	0.666667	0.018349	0.035714	DIOVAN DESERIL
	  17	0.285714	0.666667	0.018349	0.035714	DIOVAN FOSAMAX
	  17	0.285714	0.666667	0.018349	0.035714	DIOVAN INDERAL
	  17	0.285714	0.666667	0.018349	0.035714	DIOVAN ISORDIL
	  17	0.285714	0.666667	0.018349	0.035714	DIOVAN LOMOVIL
	  17	0.285714	0.666667	0.018349	0.035714	DIOVAN LORABID
	  17	0.285714	0.666667	0.018349	0.035714	DIOVAN MERUVAX
	  17	0.285714	0.666667	0.018349	0.035714	DIOVAN MICATIN
	  17	0.285714	0.666667	0.018349	0.035714	DIOVAN MIRALAX
	  17	0.285714	0.666667	0.018349	0.035714	DIOVAN MIRAPEX
	  17	0.285714	0.666667	0.018349	0.035714	DIOVAN NEOCARE
	  17	0.285714	0.666667	0.018349	0.035714	DIOVAN NEOCATE
	  17	0.285714	0.666667	0.018349	0.035714	DIOVAN PITOCIN
	  17	0.285714	0.666667	0.018349	0.035714	DIOVAN PLENDIL
	  17	0.285714	0.666667	0.018349	0.035714	DIOVAN PRANDIN
	  17	0.285714	0.666667	0.018349	0.035714	DIOVAN PROGRAF
	  17	0.285714	0.666667	0.018349	0.035714	DIOVAN PROSCAR
	  17	0.285714	0.666667	0.018349	0.035714	DIOVAN PROVERA
	  17	0.285714	0.666667	0.018349	0.035714	DIOVAN RIDAURA
	  17	0.285714	0.666667	0.018349	0.035714	DIOVAN TORADOL
	  17	0.285714	0.666667	0.018349	0.035714	DIOVAN VERELAN
	  17	0.285714	0.666667	0.018349	0.035714	DIOVAN VICODIN
	  17	0.285714	0.666667	0.018349	0.035714	DIOVAN ZINACEF
	  17	0.285714	0.666667	0.018349	0.035714	DIOVAN ZONALON
	  18	0.277778	0.666667	0.016393	0.032000	DIOVAN ADENOSINE
	  18	0.277778	0.666667	0.016393	0.032000	DIOVAN CORTANE@B
	  18	0.277778	0.666667	0.016393	0.032000	DIOVAN LITHOSTAT
	  18	0.277778	0.666667	0.016393	0.032000	DIOVAN MICRONASE
	  18	0.277778	0.666667	0.016393	0.032000	DIOVAN PEDIAPRED
	  18	0.277778	0.666667	0.016393	0.032000	DIOVAN PEDIAZOLE
	  18	0.277778	0.666667	0.016393	0.032000	DIOVAN PROCANBID
	  18	0.277778	0.666667	0.016393	0.032000	DIOVAN PROVENTIL
	  18	0.277778	0.666667	0.016393	0.032000	DIOVAN RITONAVIR
	  18	0.277778	0.666667	0.016393	0.032000	DIOVAN SORIATANE
	  18	0.277778	0.666667	0.016393	0.032000	DIOVAN VALSARTAN
	  18	0.277778	0.666667	0.016393	0.032000	DIOVAN VANCENASE
	  18	0.277778	0.666667	0.016393	0.032000	DIOVAN ZITHROMAX
	  19	0.272727	0.666667	0.016129	0.031496	DIOVAN DESIPRAMINE
	  19	0.272727	0.666667	0.016129	0.031496	DIOVAN DOXORUBICIN
	  20	0.250000	1.000000	0.015306	0.030151	DIOVAN ACCOLATE
	  20	0.250000	1.000000	0.015306	0.030151	DIOVAN ALDARA
	  20	0.250000	1.000000	0.015306	0.030151	DIOVAN ALORA
	  20	0.250000	1.000000	0.015306	0.030151	DIOVAN AMBIEN
	  20	0.250000	1.000000	0.015306	0.030151	DIOVAN AMIKIN
	  20	0.250000	1.000000	0.015306	0.030151	DIOVAN AMLODIPINE
	  20	0.250000	1.000000	0.015306	0.030151	DIOVAN ANSAID
	  20	0.250000	1.000000	0.015306	0.030151	DIOVAN ANTISPAS
	  20	0.250000	1.000000	0.015306	0.030151	DIOVAN ANUSOL
	  20	0.250000	1.000000	0.015306	0.030151	DIOVAN ARTANE
	  20	0.250000	1.000000	0.015306	0.030151	DIOVAN BEPRIDIL
	  20	0.250000	1.000000	0.015306	0.030151	DIOVAN BREVITAL
	  20	0.250000	1.000000	0.015306	0.030151	DIOVAN CALAN
	  20	0.250000	1.000000	0.015306	0.030151	DIOVAN CARDIZEM
	  20	0.250000	1.000000	0.015306	0.030151	DIOVAN CARVEDILOL
	  20	0.250000	1.000000	0.015306	0.030151	DIOVAN CITRACAL
	  20	0.250000	1.000000	0.015306	0.030151	DIOVAN CLOZARIL
	  20	0.250000	1.000000	0.015306	0.030151	DIOVAN COGNEX
	  20	0.250000	1.000000	0.015306	0.030151	DIOVAN COUMADIN
	  20	0.250000	1.000000	0.015306	0.030151	DIOVAN DAUNORUBICIN
	  20	0.250000	1.000000	0.015306	0.030151	DIOVAN DEPO@ESTRADIOL
	  20	0.250000	1.000000	0.015306	0.030151	DIOVAN DEPO@TESTADIOL
	  20	0.250000	1.000000	0.015306	0.030151	DIOVAN DOBUTREX
	  20	0.250000	1.000000	0.015306	0.030151	DIOVAN EPIVIR
	  20	0.250000	1.000000	0.015306	0.030151	DIOVAN EVISTA
	  20	0.250000	1.000000	0.015306	0.030151	DIOVAN FIORICET
	  20	0.250000	1.000000	0.015306	0.030151	DIOVAN GLUTOFAC
	  20	0.250000	1.000000	0.015306	0.030151	DIOVAN HALDOL
	  20	0.250000	1.000000	0.015306	0.030151	DIOVAN HESPAN
	  20	0.250000	1.000000	0.015306	0.030151	DIOVAN IDAMYCIN
	  20	0.250000	1.000000	0.015306	0.030151	DIOVAN KOGENATE
	  20	0.250000	1.000000	0.015306	0.030151	DIOVAN LAMICTAL
	  20	0.250000	1.000000	0.015306	0.030151	DIOVAN LANTUS
	  20	0.250000	1.000000	0.015306	0.030151	DIOVAN LEUCOVORIN
	  20	0.250000	1.000000	0.015306	0.030151	DIOVAN LEVODOPA
	  20	0.250000	1.000000	0.015306	0.030151	DIOVAN LEVSIN
	  20	0.250000	1.000000	0.015306	0.030151	DIOVAN MITOXANTRONE
	  20	0.250000	1.000000	0.015306	0.030151	DIOVAN NARCAN
	  20	0.250000	1.000000	0.015306	0.030151	DIOVAN NIACIN
	  20	0.250000	1.000000	0.015306	0.030151	DIOVAN NIFEDIPINE
	  20	0.250000	1.000000	0.015306	0.030151	DIOVAN NIMODIPINE
	  20	0.250000	1.000000	0.015306	0.030151	DIOVAN OCUFEN
	  20	0.250000	1.000000	0.015306	0.030151	DIOVAN PINDOLOL
	  20	0.250000	1.000000	0.015306	0.030151	DIOVAN PREPIDIL
	  20	0.250000	1.000000	0.015306	0.030151	DIOVAN PREVACID
	  20	0.250000	1.000000	0.015306	0.030151	DIOVAN PREVEN
	  20	0.250000	1.000000	0.015306	0.030151	DIOVAN PRIMAXIN
	  20	0.250000	1.000000	0.015306	0.030151	DIOVAN PRINIVIL
	  20	0.250000	1.000000	0.015306	0.030151	DIOVAN PROFEN
	  20	0.250000	1.000000	0.015306	0.030151	DIOVAN REGLAN
	  20	0.250000	1.000000	0.015306	0.030151	DIOVAN RETROVIR
	  20	0.250000	1.000000	0.015306	0.030151	DIOVAN RIFAMPIN
	  20	0.250000	1.000000	0.015306	0.030151	DIOVAN SOMA
	  20	0.250000	1.000000	0.015306	0.030151	DIOVAN STADOL
	  20	0.250000	1.000000	0.015306	0.030151	DIOVAN TIZANIDINE
	  20	0.250000	1.000000	0.015306	0.030151	DIOVAN TOBRADEX
	  20	0.250000	1.000000	0.015306	0.030151	DIOVAN TRIDRATE
	  20	0.250000	1.000000	0.015306	0.030151	DIOVAN ULTANE
	  20	0.250000	1.000000	0.015306	0.030151	DIOVAN URIDON
	  20	0.250000	1.000000	0.015306	0.030151	DIOVAN VANCOMYCIN
	  20	0.250000	1.000000	0.015306	0.030151	DIOVAN VIAGRA
	  20	0.250000	1.000000	0.015306	0.030151	DIOVAN VIRACEPT
	  20	0.250000	1.000000	0.015306	0.030151	DIOVAN VIRAMUNE
	  20	0.250000	1.000000	0.015306	0.030151	DIOVAN VISTARIL
	  20	0.250000	1.000000	0.015306	0.030151	DIOVAN VOLTAREN
	  20	0.250000	1.000000	0.015306	0.030151	DIOVAN XANAX
	  20	0.250000	1.000000	0.015306	0.030151	DIOVAN YOCON
	  20	0.250000	1.000000	0.015306	0.030151	DIOVAN ZANTAC
	  20	0.250000	1.000000	0.015306	0.030151	DIOVAN ZIAC
	  20	0.250000	1.000000	0.015306	0.030151	DIOVAN ZINECARD
	  20	0.250000	1.000000	0.015306	0.030151	DIOVAN ZOSYN
	* 20	0.250000	1.000000	0.015306	0.030151	DIOVAN ZYBAN
196	[DAUNORUBICIN] 	_____________________________________________
	Level	Score		Recall		Precision	FMeasure
	* 1	0.750000	1.000000	1.000000	1.000000	DAUNORUBICIN DOXORUBICIN
197	[DOXORUBICIN] 	_____________________________________________
	Level	Score		Recall		Precision	FMeasure
	* 1	0.750000	0.333333	1.000000	0.500000	DOXORUBICIN DAUNORUBICIN
	* 2	0.681818	0.666667	1.000000	0.800000	DOXORUBICIN IDARUBICIN
	* 3	0.523810	1.000000	1.000000	1.000000	DOXORUBICIN DOXORUBICIN@LIPOSOMAL
198	[DEMEROL] 	_____________________________________________
	Level	Score		Recall		Precision	FMeasure
	  1	0.714286	0.000000	0.000000	0.000000	DEMEROL DESERIL
	  1	0.714286	0.000000	0.000000	0.000000	DEMEROL REMERON
	  2	0.625000	0.000000	0.000000	0.000000	DEMEROL DESFERAL
	* 3	0.571429	1.000000	0.200000	0.333333	DEMEROL DESYREL
	  3	0.571429	1.000000	0.200000	0.333333	DEMEROL ZEMURON
199	[DESYREL] 	_____________________________________________
	Level	Score		Recall		Precision	FMeasure
	* 1	0.714286	0.500000	1.000000	0.666667	DESYREL DESERIL
	  2	0.625000	0.500000	0.500000	0.500000	DESYREL DESFERAL
	* 3	0.571429	1.000000	0.666667	0.800000	DESYREL DEMEROL
200	[DENAVIR] 	_____________________________________________
	Level	Score		Recall		Precision	FMeasure
	  1	0.642857	0.000000	0.000000	0.000000	DENAVIR DYNACIN
	  2	0.625000	0.000000	0.000000	0.000000	DENAVIR DYNACIRC
	* 3	0.611111	1.000000	0.333333	0.500000	DENAVIR INDINAVIR
201	[INDINAVIR] 	_____________________________________________
	Level	Score		Recall		Precision	FMeasure
	  1	0.650000	0.000000	0.000000	0.000000	INDINAVIR NELFINAVIR
	* 2	0.611111	1.000000	0.333333	0.500000	INDINAVIR DENAVIR
	  2	0.611111	1.000000	0.333333	0.500000	INDINAVIR RITONAVIR
202	[DEPAKOTE] 	_____________________________________________
	Level	Score		Recall		Precision	FMeasure
	  1	0.500000	0.000000	0.000000	0.000000	DEPAKOTE DIAZEPAM
	  1	0.500000	0.000000	0.000000	0.000000	DEPAKOTE DOPAMINE
	  2	0.437500	1.000000	0.076923	0.142857	DEPAKOTE ADDERALL
	  2	0.437500	1.000000	0.076923	0.142857	DEPAKOTE DANAZOL
	  2	0.437500	1.000000	0.076923	0.142857	DEPAKOTE DEMEROL
	  2	0.437500	1.000000	0.076923	0.142857	DEPAKOTE DENAVIR
	  2	0.437500	1.000000	0.076923	0.142857	DEPAKOTE DESFERAL
	  2	0.437500	1.000000	0.076923	0.142857	DEPAKOTE DIABETA
	  2	0.437500	1.000000	0.076923	0.142857	DEPAKOTE DIAMOX
	  2	0.437500	1.000000	0.076923	0.142857	DEPAKOTE DITROPAN
	  2	0.437500	1.000000	0.076923	0.142857	DEPAKOTE PARLODEL
	* 2	0.437500	1.000000	0.076923	0.142857	DEPAKOTE SENOKOT
	  2	0.437500	1.000000	0.076923	0.142857	DEPAKOTE TAXOTERE
203	[SENOKOT] 	_____________________________________________
	Level	Score		Recall		Precision	FMeasure
	  1	0.500000	0.000000	0.000000	0.000000	SENOKOT MONOKET
	  1	0.500000	0.000000	0.000000	0.000000	SENOKOT SERZONE
	* 2	0.437500	1.000000	0.200000	0.333333	SENOKOT DEPAKOTE
	  2	0.437500	1.000000	0.200000	0.333333	SENOKOT SERENTIL
	  2	0.437500	1.000000	0.200000	0.333333	SENOKOT SEROQUEL
204	[DEPO@ESTRADIOL] 	_____________________________________________
	Level	Score		Recall		Precision	FMeasure
	* 1	0.857143	1.000000	1.000000	1.000000	DEPO@ESTRADIOL DEPO@TESTADIOL
205	[DEPO@TESTADIOL] 	_____________________________________________
	Level	Score		Recall		Precision	FMeasure
	* 1	0.857143	1.000000	1.000000	1.000000	DEPO@TESTADIOL DEPO@ESTRADIOL
206	[DEPO@MEDROL] 	_____________________________________________
	Level	Score		Recall		Precision	FMeasure
	* 1	0.636364	1.000000	1.000000	1.000000	DEPO@MEDROL SOLU@MEDROL
207	[SOLU@MEDROL] 	_____________________________________________
	Level	Score		Recall		Precision	FMeasure
	* 1	0.636364	1.000000	1.000000	1.000000	SOLU@MEDROL DEPO@MEDROL
208	[DESERIL] 	_____________________________________________
	Level	Score		Recall		Precision	FMeasure
	  1	0.714286	1.000000	0.500000	0.666667	DESERIL DEMEROL
	* 1	0.714286	1.000000	0.500000	0.666667	DESERIL DESYREL
209	[DESFERAL] 	_____________________________________________
	Level	Score		Recall		Precision	FMeasure
	  1	0.687500	0.000000	0.000000	0.000000	DESFERAL DESERIL
	  2	0.625000	0.000000	0.000000	0.000000	DESFERAL ADDERALL
	  2	0.625000	0.000000	0.000000	0.000000	DESFERAL DEMEROL
	  2	0.625000	0.000000	0.000000	0.000000	DESFERAL DESYREL
	* 3	0.611111	1.000000	0.200000	0.333333	DESFERAL DEXFERRUM
210	[DEXFERRUM] 	_____________________________________________
	Level	Score		Recall		Precision	FMeasure
	* 1	0.611111	1.000000	1.000000	1.000000	DEXFERRUM DESFERAL
211	[IMIPRAMINE] 	_____________________________________________
	Level	Score		Recall		Precision	FMeasure
	  1	0.708333	0.000000	0.000000	0.000000	IMIPRAMINE CLOMIPRAMINE
	* 2	0.681818	1.000000	0.500000	0.666667	IMIPRAMINE DESIPRAMINE
212	[NORTRIPTYLINE] 	_____________________________________________
	Level	Score		Recall		Precision	FMeasure
	  1	0.500000	0.000000	0.000000	0.000000	NORTRIPTYLINE NICARDIPINE
	  1	0.500000	0.000000	0.000000	0.000000	NORTRIPTYLINE SERTRALINE
	  1	0.500000	0.000000	0.000000	0.000000	NORTRIPTYLINE ZOLMITRIPTAN
	  2	0.461538	0.500000	0.125000	0.200000	NORTRIPTYLINE LAMOTRIGINE
	  2	0.461538	0.500000	0.125000	0.200000	NORTRIPTYLINE NIMODIPINE
	* 2	0.461538	0.500000	0.125000	0.200000	NORTRIPTYLINE NORPRAMIN
	  2	0.461538	0.500000	0.125000	0.200000	NORTRIPTYLINE TETRACYCLINE
	  2	0.461538	0.500000	0.125000	0.200000	NORTRIPTYLINE VINCRISTINE
	  3	0.423077	0.500000	0.058824	0.105263	NORTRIPTYLINE CLOMIPRAMINE
	  3	0.423077	0.500000	0.058824	0.105263	NORTRIPTYLINE DAUNORUBICIN
	  3	0.423077	0.500000	0.058824	0.105263	NORTRIPTYLINE NEVIRAPINE
	  3	0.423077	0.500000	0.058824	0.105263	NORTRIPTYLINE NIFEDIPINE
	  3	0.423077	0.500000	0.058824	0.105263	NORTRIPTYLINE NORFLOXACIN
	  3	0.423077	0.500000	0.058824	0.105263	NORTRIPTYLINE RIMANTADINE
	  3	0.423077	0.500000	0.058824	0.105263	NORTRIPTYLINE SORIATANE
	  3	0.423077	0.500000	0.058824	0.105263	NORTRIPTYLINE SUMATRIPTAN
	  3	0.423077	0.500000	0.058824	0.105263	NORTRIPTYLINE TRI@NORINYL
	  4	0.400000	0.500000	0.055556	0.100000	NORTRIPTYLINE TRIFLUOPERAZINE
	  5	0.392857	0.500000	0.045455	0.083333	NORTRIPTYLINE CHLORPROMAZINE
	  5	0.392857	0.500000	0.045455	0.083333	NORTRIPTYLINE CHLORPROPAMIDE
	  5	0.392857	0.500000	0.045455	0.083333	NORTRIPTYLINE CYPROHEPTADINE
	  5	0.392857	0.500000	0.045455	0.083333	NORTRIPTYLINE NEO@SYNEPHRINE
	  6	0.384615	0.500000	0.028571	0.054054	NORTRIPTYLINE AMLODIPINE
	  6	0.384615	0.500000	0.028571	0.054054	NORTRIPTYLINE ATROPINE
	  6	0.384615	0.500000	0.028571	0.054054	NORTRIPTYLINE DOXYCYCLINE
	  6	0.384615	0.500000	0.028571	0.054054	NORTRIPTYLINE LOTRIMIN
	  6	0.384615	0.500000	0.028571	0.054054	NORTRIPTYLINE LOTRISONE
	  6	0.384615	0.500000	0.028571	0.054054	NORTRIPTYLINE MORPHINE
	  6	0.384615	0.500000	0.028571	0.054054	NORTRIPTYLINE NORCURON
	  6	0.384615	0.500000	0.028571	0.054054	NORTRIPTYLINE NOROXIN
	  6	0.384615	0.500000	0.028571	0.054054	NORTRIPTYLINE ORTHO@CYCLEN
	  6	0.384615	0.500000	0.028571	0.054054	NORTRIPTYLINE PENICILLAMINE
	  6	0.384615	0.500000	0.028571	0.054054	NORTRIPTYLINE RANITIDINE
	  6	0.384615	0.500000	0.028571	0.054054	NORTRIPTYLINE RENOGRAFIN@60
	  6	0.384615	0.500000	0.028571	0.054054	NORTRIPTYLINE TRIPHASIL
	  7	0.366667	0.500000	0.027778	0.052632	NORTRIPTYLINE DIPHENHYDRAMINE
	  8	0.357143	0.500000	0.027027	0.051282	NORTRIPTYLINE HYDROCORTISONE
	  9	0.346154	1.000000	0.028169	0.054795	NORTRIPTYLINE ADENOSINE
	  9	0.346154	1.000000	0.028169	0.054795	NORTRIPTYLINE ADRIAMYCIN
	  9	0.346154	1.000000	0.028169	0.054795	NORTRIPTYLINE AMOXICILLIN
	  9	0.346154	1.000000	0.028169	0.054795	NORTRIPTYLINE APRESOLINE
	  9	0.346154	1.000000	0.028169	0.054795	NORTRIPTYLINE CLOMIPHENE
	  9	0.346154	1.000000	0.028169	0.054795	NORTRIPTYLINE CLONIDINE
	  9	0.346154	1.000000	0.028169	0.054795	NORTRIPTYLINE CORTANE
	  9	0.346154	1.000000	0.028169	0.054795	NORTRIPTYLINE CORTANE@B
	  9	0.346154	1.000000	0.028169	0.054795	NORTRIPTYLINE CYCLOSERINE
	  9	0.346154	1.000000	0.028169	0.054795	NORTRIPTYLINE CYCLOSPORINE
	* 9	0.346154	1.000000	0.028169	0.054795	NORTRIPTYLINE DESIPRAMINE
	  9	0.346154	1.000000	0.028169	0.054795	NORTRIPTYLINE DICYCLOMINE
	  9	0.346154	1.000000	0.028169	0.054795	NORTRIPTYLINE DOBUTAMINE
	  9	0.346154	1.000000	0.028169	0.054795	NORTRIPTYLINE DOXORUBICIN
	  9	0.346154	1.000000	0.028169	0.054795	NORTRIPTYLINE ERYTHROMYCIN
	  9	0.346154	1.000000	0.028169	0.054795	NORTRIPTYLINE ETRETINATE
	  9	0.346154	1.000000	0.028169	0.054795	NORTRIPTYLINE HYDROXYZINE
	  9	0.346154	1.000000	0.028169	0.054795	NORTRIPTYLINE IMIPRAMINE
	  9	0.346154	1.000000	0.028169	0.054795	NORTRIPTYLINE MITOXANTRONE
	  9	0.346154	1.000000	0.028169	0.054795	NORTRIPTYLINE NATRU@VENT
	  9	0.346154	1.000000	0.028169	0.054795	NORTRIPTYLINE NEURONTIN
	  9	0.346154	1.000000	0.028169	0.054795	NORTRIPTYLINE NEUTRA@PHOS@K
	  9	0.346154	1.000000	0.028169	0.054795	NORTRIPTYLINE NORFLEX
	  9	0.346154	1.000000	0.028169	0.054795	NORTRIPTYLINE ORTHO@CEPT
	  9	0.346154	1.000000	0.028169	0.054795	NORTRIPTYLINE OXYBUTYNIN
	  9	0.346154	1.000000	0.028169	0.054795	NORTRIPTYLINE PENICILLIN
	  9	0.346154	1.000000	0.028169	0.054795	NORTRIPTYLINE PHENOBARBITAL
	  9	0.346154	1.000000	0.028169	0.054795	NORTRIPTYLINE PYRIDOXINE
	  9	0.346154	1.000000	0.028169	0.054795	NORTRIPTYLINE RESERPINE
	  9	0.346154	1.000000	0.028169	0.054795	NORTRIPTYLINE RISPERIDONE
	  9	0.346154	1.000000	0.028169	0.054795	NORTRIPTYLINE ROPIVACAINE
	  9	0.346154	1.000000	0.028169	0.054795	NORTRIPTYLINE TENORMIN
	  9	0.346154	1.000000	0.028169	0.054795	NORTRIPTYLINE THIAMINE
	  9	0.346154	1.000000	0.028169	0.054795	NORTRIPTYLINE TIZANIDINE
213	[DIABETA] 	_____________________________________________
	Level	Score		Recall		Precision	FMeasure
	  1	0.625000	0.000000	0.000000	0.000000	DIABETA DIAZEPAM
	  2	0.500000	1.000000	0.200000	0.333333	DIABETA BETAGAN
	  2	0.500000	1.000000	0.200000	0.333333	DIABETA DIAMOX
	  2	0.500000	1.000000	0.200000	0.333333	DIABETA DYNABAC
	* 2	0.500000	1.000000	0.200000	0.333333	DIABETA ZEBETA
214	[ZEBETA] 	_____________________________________________
	Level	Score		Recall		Precision	FMeasure
	  1	0.500000	1.000000	0.250000	0.400000	ZEBETA BETAGAN
	* 1	0.500000	1.000000	0.250000	0.400000	ZEBETA DIABETA
	  1	0.500000	1.000000	0.250000	0.400000	ZEBETA ZANTAC
	  1	0.500000	1.000000	0.250000	0.400000	ZEBETA ZESTRIL
215	[DIAMOX] 	_____________________________________________
	Level	Score		Recall		Precision	FMeasure
	  1	0.583333	0.000000	0.000000	0.000000	DIAMOX AMOXIL
	  2	0.500000	0.000000	0.000000	0.000000	DIAMOX DANAZOL
	  2	0.500000	0.000000	0.000000	0.000000	DIAMOX DARVON
	  2	0.500000	0.000000	0.000000	0.000000	DIAMOX DIABETA
	  2	0.500000	0.000000	0.000000	0.000000	DIAMOX DIAZEPAM
	  2	0.500000	0.000000	0.000000	0.000000	DIAMOX DIOVAL
	  2	0.500000	0.000000	0.000000	0.000000	DIAMOX DIOVAN
	  3	0.444444	0.000000	0.000000	0.000000	DIAMOX PEDIAZOLE
	  4	0.437500	0.000000	0.000000	0.000000	DIAMOX DEPAKOTE
	  4	0.437500	0.000000	0.000000	0.000000	DIAMOX DITROPAN
	  4	0.437500	0.000000	0.000000	0.000000	DIAMOX DOPAMINE
	  5	0.428571	0.000000	0.000000	0.000000	DIAMOX DEMEROL
	  6	0.416667	0.000000	0.000000	0.000000	DIAMOX AREDIA
	  6	0.416667	0.000000	0.000000	0.000000	DIAMOX IMOVAX
	  7	0.400000	0.000000	0.000000	0.000000	DIAMOX DIPHENATOL
	  8	0.375000	0.000000	0.000000	0.000000	DIAMOX DIFLUCAN
	  8	0.375000	0.000000	0.000000	0.000000	DIAMOX DIPRIVAN
	  8	0.375000	0.000000	0.000000	0.000000	DIAMOX LUDIOMIL
	  8	0.375000	0.000000	0.000000	0.000000	DIAMOX THIAMINE
	  9	0.357143	0.000000	0.000000	0.000000	DIAMOX ANAPROX
	  9	0.357143	0.000000	0.000000	0.000000	DIAMOX AVANDIA
	  9	0.357143	0.000000	0.000000	0.000000	DIAMOX CARDIEM
	  9	0.357143	0.000000	0.000000	0.000000	DIAMOX DENAVIR
	  9	0.357143	0.000000	0.000000	0.000000	DIAMOX DOLOBID
	  9	0.357143	0.000000	0.000000	0.000000	DIAMOX DOXEPIN
	  9	0.357143	0.000000	0.000000	0.000000	DIAMOX DYNABAC
	  9	0.357143	0.000000	0.000000	0.000000	DIAMOX DYNACIN
	  9	0.357143	0.000000	0.000000	0.000000	DIAMOX FOSAMAX
	  9	0.357143	0.000000	0.000000	0.000000	DIAMOX LANOXIL
	  9	0.357143	0.000000	0.000000	0.000000	DIAMOX LANOXIN
	  10	0.350000	0.000000	0.000000	0.000000	DIAMOX ADRIAMYCIN
	  10	0.350000	0.000000	0.000000	0.000000	DIAMOX DIPHENIDOL
	  10	0.350000	0.000000	0.000000	0.000000	DIAMOX DOBUTAMINE
	  11	0.333333	0.000000	0.000000	0.000000	DIAMOX ALORA
	  11	0.333333	0.000000	0.000000	0.000000	DIAMOX AMARYL
	  11	0.333333	0.000000	0.000000	0.000000	DIAMOX AMBIEN
	  11	0.333333	0.000000	0.000000	0.000000	DIAMOX AMEN
	  11	0.333333	0.000000	0.000000	0.000000	DIAMOX AMERGE
	  11	0.333333	0.000000	0.000000	0.000000	DIAMOX AMICAR
	  11	0.333333	0.000000	0.000000	0.000000	DIAMOX AMIKIN
	  11	0.333333	0.000000	0.000000	0.000000	DIAMOX ANUSOL
	  11	0.333333	0.000000	0.000000	0.000000	DIAMOX ASACOL
	  11	0.333333	0.000000	0.000000	0.000000	DIAMOX HALDOL
	  11	0.333333	0.000000	0.000000	0.000000	DIAMOX IODINE
	  11	0.333333	0.000000	0.000000	0.000000	DIAMOX LODINE
	  11	0.333333	0.000000	0.000000	0.000000	DIAMOX NIACIN
	  11	0.333333	0.000000	0.000000	0.000000	DIAMOX NIMBEX
	  11	0.333333	0.000000	0.000000	0.000000	DIAMOX PEDIAPRED
	  11	0.333333	0.000000	0.000000	0.000000	DIAMOX STADOL
	  11	0.333333	0.000000	0.000000	0.000000	DIAMOX TAXOL
